source,target,score
"In the past, European nations have conquered other lands, made them into colonies, and controlled their economies. [MASK] [SEP] imperialism",socialism isolationism monotheism isolation mono communism imperialism non nationalism mer,0.3704835772514343 0.08125097304582596 0.038769714534282684 0.026690874248743057 0.01385386474430561 0.009083849377930164 0.004317575599998236
"Throughout the 1800 s, an increased need for both raw materials and new markets for manufactured goods led various European nations to pursue policies of [MASK] [SEP] imperialism",socialism isolationism communism isolation imperialism colonial nationalism non industrial mer,0.3382264971733093 0.01822175271809101 0.00812339037656784 0.004269748460501432 0.003813218092545867 0.003129588905721903 0.00266542611643672
" , you, Africa, suffered like a beast  Your ashes strewn to the wind that roams the desert,  [MASK] [SEP] imperialism",communism nationalism regionalism regional socialism colonial fascism imperialism isolation pan,0.22748008370399475 0.008377878926694393 0.006852484308183193 0.0062372260726988316 0.0044828117825090885 0.0032370728440582752 0.002434325171634555
" We believe in nonaggression and noninterference by one country in the affairs of another and the growth of tolerance between them and the capacity for peaceful coexistence.  We, therefore, endeavor to maintain friendly relations with all countries, even though we may disagree with them in their policies.  [MASK] [SEP] nonalignment",imperialism mercantilism isolationism isolation non mer inter neutrality app total,0.28472834825515747 0.054095130413770676 0.03440334275364876 0.030341651290655136 0.016041528433561325 0.015928877517580986 0.014539914205670357
" If we are to remain free, if we are to enjoy the full benefits of Africa s enormous wealth, we must unite to plan for the full exploitation of our human and material resources in the interest of all our people  [MASK] [SEP] Pan-Africanism",colonialism imperialism urbanization colonial urban pan communism isolation nationalism industrial,0.34655246138572693 0.06427717208862305 0.011567446403205395 0.009079350158572197 0.00874239020049572 0.007770209573209286 0.00726346205919981
"The Middle Eastern leaders Kemal Ataturk, David Ben-Gurion, and Yasir Arafat are best known for their support of [MASK] [SEP] nationalism",fascism colonialism communism colonial imperialism socialism isolation pan nationalism industrial,0.37390586733818054 0.024407895281910896 0.01322253979742527 0.009913794696331024 0.00878986343741417 0.004363243002444506 0.004038679879158735
" The time has come for you to go  Live where you like, but not among us...  [MASK] [SEP] nationalism",socialism absolutism humanitarianism abs humanitarian communism imperialism isolation nationalism industrial,0.24810129404067993 0.11905835568904877 0.010673060081899166 0.0059335194528102875 0.004856758285313845 0.004827159456908703 0.004328044597059488
This African kingdom conquered Egypt in the 8c BCE?: [MASK] [SEP] Kush,Axum Ghana Zimbabwe ghana zimbabwe ax ethiopia shang chad volta,0.411248117685318 0.3832179307937622 0.09503572434186935 0.00781920738518238 0.003204359905794263 0.002574188867583871 0.0017711968393996358
People of the East African coastal towns who practiced various animistic religions were eventually converted to?: [MASK] [SEP] Islam,Hinduism Christianity Judaism hinduism christianity judaism buddhism islam shin jain,0.3318344056606293 0.2997133731842041 0.2361806184053421 0.028333714231848717 0.006877594627439976 0.0054924869909882545 0.0024414032232016325
"""We are Nigerians and we wish to remain so.  We have our own customs and our own traditions.  Our immediate goal should be to develop the wealth of our country and improve our standard of living."" This quotation is an expression of?: [MASK] [SEP] nationalism",mercantilism totalitarianism imperialism total mer socialism isolation colonial communism nationalism,0.3683997094631195 0.14754092693328857 0.04861292243003845 0.032688289880752563 0.008114236406981945 0.007251463830471039 0.006886311806738377
Tribalism in modern African nations has frequently resulted in political?: [MASK] [SEP] disunity,equality interdependence harmony inter inc non isolation di coe segregation,0.58393394947052 0.006133453920483589 0.003811789443716407 0.0034981213975697756 0.0034602894447743893 0.0032843544613569975 0.0031563767697662115
A major trading and university town in West Africa was?: [MASK] [SEP] Timbuktu,Meroe Kinshasa Mombasa mom mer kin ghana zimbabwe volta za,0.550623893737793 0.2041568160057068 0.08687625825405121 0.01353358943015337 0.0031609386205673218 0.00308777904137969 0.0028566180262714624
The major occupation of the people who live on the grasslands of Africa is?: [MASK] [SEP] herding,lumbering manufacturing mining lumber farming industrial coal hunting imperialism subsistence,0.14508825540542603 0.01652434840798378 0.009262514300644398 0.004068844020366669 0.0033513044472783804 0.0015223856316879392 0.0014423097018152475
What percentage of Africa is really jungle/rain forest?: [MASK] [SEP] 15%,5% 35% 70% 70 35 5 25 50 3 10,0.47680139541625977 0.2430126816034317 0.11029499024152756 0.01929878257215023 0.017535299062728882 0.010914602316915989 0.008999017998576164
"Africa is called a ""tropical continent"" because of its?: [MASK] [SEP] latitude",longitude size altitude latitude location weight shape width length height,0.01612073928117752 0.009502717293798923 0.006685805972665548 0.005899741780012846 0.00575620261952281 0.004943025764077902 0.004465449135750532
Britain fought for control of India with?: [MASK] [SEP] France,Portugal Spain Hollard spain portugal ho britain holland france italy,0.6489799618721008 0.15299351513385773 0.08291145414113998 0.011116410605609417 0.008077628910541534 0.006078633945435286 0.004745157435536385
"In ancient China, one effect on government of the teachings of Confucius was the high status of?: [MASK] [SEP] scholars",soldiers merchants farmers kings armies priests politicians foreigners lawyers regulators,0.019448883831501007 0.011674952693283558 0.006297572515904903 0.004117884673178196 0.004033772740513086 0.0037335429806262255 0.0036955890245735645
"In traditional Chinese culture, which philosophy had the greatest influence on the development of social order and political organization?: [MASK] [SEP] Confucianism",Taoism Hinduism Shintoism tao hinduism shin buddhism judaism marxism islam,0.3805716931819916 0.32363665103912354 0.1223115399479866 0.05891900137066841 0.013483619317412376 0.01155076827853918 0.006895953323692083
"Which of the following traditional Chinese philosophies would be most sympathetic to dictatorial, authoritarian goverments?: [MASK] [SEP] Legalism",Taoism Buddhism Confucianism tao con buddhism hinduism shin communism ut,0.5661038160324097 0.1636330932378769 0.1566435992717743 0.010969624854624271 0.008230232633650303 0.004937809891998768 0.0034948543179780245
The first unified Chinese empire came under which of the following dynasties?: [MASK] [SEP] Ch\'in,Chou Han Shang shang cho han tao ho ph gupta,0.4584115743637085 0.26551708579063416 0.13179218769073486 0.0100767957046628 0.004883962217718363 0.004125725477933884 0.003911906853318214
China\'s most valuable commodity was?: [MASK] [SEP] silk,tea porcelain opium china iron coal cotton bamboo tin silver,0.006618488114327192 0.005632718093693256 0.0036488596815615892 0.003417234169319272 0.0024519956205040216 0.002015553880482912 0.0019634561613202095
The amount of land in China that is arable land is approximately?: [MASK] [SEP] 10%,40% 25% 50% 25 50 40 70 10 20 35,0.34832271933555603 0.3260846734046936 0.17305497825145721 0.030842749401926994 0.02318454720079899 0.01592606119811535 0.015338891185820103
Shan : China  ::          ?        : India [MASK] [SEP] ghats,loess Kuo arigato ari ku lo hara tara maj cho,0.4026208221912384 0.2196654975414276 0.16362838447093964 0.005360763985663652 0.005058320239186287 0.0045075006783008575 0.003896304639056325
The Hebrews believed that God would protect them if they?: [MASK] [SEP] obeyed the Ten Commandments,conquered Palestine placed revolt obeyed weakened roman jerusalem destroyed held,0.28974735736846924 0.006333636119961739 0.003509174333885312 0.003360291477292776 0.0031368741765618324 0.0019691302441060543 0.001959690125659108
The Hindu religion is based on the traditions of which people?: [MASK] [SEP] Aryans,Vaishyas Persians Greeks greeks persians va gupta british turks jain,0.45917221903800964 0.3117120862007141 0.09540914744138718 0.011968727223575115 0.00656273914501071 0.005568029824644327 0.004010870587080717
Which of the following is a specific stage of life for the Hindu?: [MASK] [SEP] student,ahimsa moksha satyagraha sat mo ah om ##ya na nam,0.5807045102119446 0.15837334096431732 0.09454786032438278 0.0052280002273619175 0.004728021565824747 0.0038995484355837107 0.002643933054059744
The problem over Kashmir has brought India into conflict with?: [MASK] [SEP] Pakistan,Afghanistan China Vietnam vietnam afghanistan china india iraq turkey iran,0.3333651125431061 0.2613771855831146 0.18086190521717072 0.02178814262151718 0.013257855549454689 0.0077676428481936455 0.006910368334501982
Saturday : Judaism ::   _____?_____  : Islam [MASK] [SEP] Friday,Sunday Saturday Monday saturday monday sunday friday march september thursday,0.3631163537502289 0.3472210764884949 0.2349865585565567 0.006583400536328554 0.0030745374970138073 0.0018577357986941934 0.0018418686231598258
Which of the following Japanese islands is most likely to receive a lot of snowfall in the winter?: [MASK] [SEP] Hokkaido,Kyushu Shikoku Honshu hon kyushu shi hokkaido japan shin ku,0.546382486820221 0.24122577905654907 0.12239016592502594 0.032509345561265945 0.003005248261615634 0.002014994854107499 0.0013463919749483466
Which of the following has the most tropical climate?: [MASK] [SEP] Kyushu,Honshu Shikoku Hokkaido hon shi hokkaido kyushu shin japan ku,0.475320428609848 0.18231627345085144 0.1578167825937271 0.06643356382846832 0.005114300176501274 0.00490962527692318 0.0038890184368938208
